"siteid","longitude","latitude"
"490450003",-112.298814,40.543371
"490494001",-111.713611,40.341389
"490570002",-111.974722,41.206389
"500030004",-73.24984,42.8875900009408
"500070007",-72.86884,44.5283900009431
"500070014",-73.2106,44.4762000009431
"500210002",-72.982778,43.6080560009422
"510030001",-78.503888,38.0763880009162
"510591005",-77.163231,38.837517
"510690010",-78.081389,39.282778
"510870014",-77.400278,37.558333
"511130003",-78.436111,38.521944
"516500004",-76.399167,37.003333
"517700015",-79.95557,37.297178
"530010003",-118.381944,47.128611
"530030004",-117.059727,46.425571
"530050002",-119.204153,46.21835
"530070003",-120.01732,47.83929
"530070006",-120.318333,47.412222
"530070010",-120.664702,47.598863
"530090009",-123.464444,48.116389
"530090013",-124.620343,48.286719
"530090014",-124.59519,48.37182
"530110013",-122.586944,45.648333
"530110019",-122.611944,45.623889
"530110022",-122.411947,45.867734
"530130001",-118.216671,46.531521
"530150015",-122.961944,46.139444
"530210002",-119.000705,46.575597
"530251002",-119.272598,47.130336
"530270008",-123.1913,46.8166
"530270011",-124.1722,47.20637
"530272002",-123.830471,46.972696
"530310003",-122.779444,48.129444
"530330017",-121.773333,47.489722
"530330023",-121.933056,47.141111
"530330024",-122.2806,47.755
"530330028",-122.161,47.754
"530330037",-122.201667,47.613056
"530330048",-122.33,47.6153
"530330057",-122.3405,47.5632
"530330080",-122.308056,47.568333
"530331011",-122.3203,47.5297
"530332004",-122.2319,47.386111
"530351005",-122.6411,47.6308
"530370002",-120.545278,46.996111
"530450004",-123.114564,47.227833
"530450006",-123.1505,47.3258
"530470009",-120.121115,48.364267
"530470010",-120.190562,48.477198
"530510007",-117.2716,48.3457
"530530022",-122.3433,47.2044
"530530029",-122.4517,47.1864
"530530031",-122.3858,47.2656
"530530033",-122.4575,47.242166
"530530034",-122.412166,47.226666
"530531018",-122.3003,47.14
"530570015",-122.337849,48.410311
"530610005",-122.3167,47.8064
"530610020",-121.6031,48.2469
"530611007",-122.1758,48.055556
"530630016",-117.358121,47.660743
"530630047",-117.425,47.701111
"530630052",-117.429093,47.665122
"530650002",-117.98865,47.88528
"530650004",-117.903611,48.544722
"530670013",-122.820833,47.028889
"530710005",-118.35147,46.05881
"530730015",-122.440278,48.762778
"530750003",-117.179444,46.724722
"530750005",-117.874034,46.81728
"530750006",-117.369078,47.233063
"530770009",-120.512215,46.59678
"530770015",-120.33266,46.38024
"540511002",-80.7338580229214,39.9159609716958
"550090005",-87.993889,44.516667
"550250041",-89.357222,43.100833
"550270007",-88.527778,43.435
"550590019",-87.8093,42.504722
"550630012",-91.225,43.778
"550710007",-87.616111,44.138611
"550790026",-87.9125,43.061111
"550790059",-87.934167,42.955
"550890009",-87.81,43.498056
"551110007",-89.680278,43.435556
"551198001",-90.6,45.203889
"551330027",-88.215,43.020278
"560391012",-110.829167,44.457778
"060639901",-120.9478,39.9369
"060959999",-121.77,38.2183
"069999991",-115.7317,32.7587
"069999992",-115.4172,33.044
"069999993",-115.4746,32.8004
"069999994",-115.5189,33.1263
"069999995",-121.5711,39.5244
"191137040",-91.6875,41.9767
"191138040",-91.6877,41.9768
"191139040",-91.6877,41.9768
"482010572",-95.105,29.5833
"530330039",-122.3628,47.6331
"530350007",-122.6847,47.6631
"530679999",-122.7258,47.0502
"191379002",-95.15,41
"191479002",-94.6933,43.1233
"191779006",-92.0061,40.7831
"310470004",-99.7117,40.7433
